All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value (CADmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Geographic Locations [Target/Issuer],Business Description [Target/Issuer],Exchange Country [Primary Listing] [Target/Issuer],Exchange Country [Secondary Listings] [Target/Issuer]
11/23/2018,MedX Health Corp (TSXV:MDX),TSXV:MDX,Private Placement,Announced, 2.5 ,-,-,IQTR600186151,Health Care (Primary),Canada (Primary),"MedX Health Corp., a medical device and software company, develops, manufactures, and markets skin related screening tools and phototherapy devices for pain relief and tissue repair in North America, Europe, and Asia. The company offers SIAscopy, a medical device technology that is used to scan skin for suspicious moles and lesions; and phototherapeutic medical devices, which use light energy in lower-level laser and LED to provide treatment for pain and tissue damage in the rehabilitation market. Its product portfolio includes SIMSYS, a skin analysis system; MoleMate, a non-invasive screening device that is designed for general practitioners and skin specialists; and SIAMETRICS, a skin visualization and measurement technology that allows cosmetic formulators and active ingredient manufacturers to measure and quantify the concentrations of melanin, haemoglobin, and collagen in living human skin. The company also provides rehab laser console systems, dental laser console systems, oralase portable laser probes, MedX home treatment systems, and rehab portable lasers. In addition, it operates DermSecure telemedicine platform that enables the Web-based operation of SIAscopy scanning technology and allows the company to deploy its technology in networks of third-party locations from which patients’ mole and lesion scans can be connected to specialist physicians for remote assessment. The company was incorporated in 1999 and is headquartered in Mississauga, Canada.","TSXV:MDX
Company: MedX Health Corp
(IQT41570448) - Canada",-
11/19/2018,NervGen Pharma Corp. (TSXV:NGEN),TSXV:NGEN,Public Offering,Closed, 10.0 ,-,-,IQTR592003729,Health Care (Primary),Canada (Primary),"NervGen Pharma Corp., a regenerative medicine company, engages in the discovery, development, and commercialization of therapeutics for the treatment of nerve damage, including spinal cord injuries and peripheral nerve injuries. Its lead product candidate is the NVG-291 that is in clinical studies for the treatment of spinal cord injuries (SCI). It has a licensing agreement with Case Western Reserve University in Cleveland, Ohio to research, develop, and commercialize a patented technology with therapeutic potential for SCI and other conditions associated with nerve damage. The company was incorporated in 2017 and is based in Vancouver, Canada.","TSXV:NGEN
Company: NervGen Pharma Corp.
(IQT604727914) - Canada",-
11/16/2018,NanoSphere Health Sciences Inc. (CNSX:NSHS),CNSX:NSHS,Private Placement,Closed, 3.34 ,-,-,IQTR591709230,Health Care (Primary),Canada (Primary),"NanoSphere Health Sciences Inc., a nano-biotechnology company, focuses on providing nutritive elements and medicants through licensing arrangements. It focuses on developing cannabinoid, nutraceutical, and cosmeceutical and drug formulations. The company is headquartered in Vancouver, Canada.","CNSX:NSHS
Company: NanoSphere Health Sciences Inc.
(IQT537616648) - Canada",-
11/09/2018,Mondias Natural Products Inc. (TSXV:NHP),TSXV:NHP,Private Placement,Closed, 1.39 ,-,-,IQTR590998573,Health Care (Primary),Canada (Primary),"Mondias Natural Products Inc. develops and commercializes evidence-based botanical products for the health care and agriculture markets in Canada. It is developing botanical based specialty fertilizers for enhancing plant growth and crop yield; botanical agents to prevent and treat fungal infections of plants; oral and topical botanical drugs and agents to manage unmet medical needs, such as fungal infections of nails and skin, as well as insomnia; and products for the management of conditions, such as acne and wound healing. Mondias Natural Products Inc. is headquartered in Saint-Hubert, Canada.","TSXV:NHP
Company: Mondias Natural Products Inc.
(IQT590306183) - Canada",-
11/08/2018,Medicenna Therapeutics Corp. (TSX:MDNA),TSX:MDNA,Public Offering,Closed, 4.0 ,-,-,IQTR590728153,Health Care (Primary),Canada (Primary),"Medicenna Therapeutics Corp., a clinical stage immunotherapy company, develops and commercializes Empowered Cytokines (EC) and Superkines for the treatment of cancer. Its lead product is MDNA55, an interleukin- 4 (IL-4) EC that is in the Phase 2b clinical trial for the treatment of recurrent glioblastoma, as well as preclinical and clinical development stages for the treatment of other brain and non-brain tumors. The company also develops MDNA57 for solid tumors and non-malignant cells of the tumor micro-environment; MDNA109, an IL-2 agonist to treat cancer immunotherapies; MDNA209, an IL-2 antagonist for autoimmune diseases; MDNA413, a dual IL-4/IL-13 antagonist for the treatment of solid tumors, atopic dermatitis, asthma, and fibrosis; and MDNA132, an IL-13 agonist to treat solid tumors and IL 13Ralpha2 chimeric antigen receptor T cell. Medicenna Therapeutics Corp. is headquartered in Toronto, Canada.","TSX:MDNA
Company: Medicenna Therapeutics Corp.
(IQT421396443) - Canada",-
11/06/2018,DIAGNOS Inc. (TSXV:ADK),TSXV:ADK,Private Placement,Closed, 1.03 ,-,-,IQTR590419433,Health Care (Primary),Canada (Primary),"DIAGNOS Inc. provides software-based interpretation services in Canada, the United States, Kenya, the United Arab Emirates, Saudi Arabia, Mexico, and internationally. It offers image analysis services through Computer Assisted Retinal Analysis, a software tool that assists health specialists in the detection of diabetic retinopathy. The company was founded in 1998 and is headquartered in Brossard, Canada.","TSXV:ADK
Company: DIAGNOS Inc.
(IQT2605851) - Canada",-
11/02/2018,Resverlogix Corp. (TSX:RVX),TSX:RVX,Private Placement,Closed, 13.5 ,-,-,IQTR590077362,Health Care (Primary),Canada (Primary),"Resverlogix Corp. operates as a late-stage clinical biotechnology company. It is developing apabetalone (RVX-208), a small molecule selective bromodomain and extra-terminal inhibitor that is in Phase III clinical trials for patients with cardiovascular, chronic kidney, end-stage renal, neurodegenerative, fabry, peripheral artery, and other orphan diseases, as well as diabetes mellitus. The company is headquartered in Calgary, Canada.","TSX:RVX
Company: Resverlogix Corp.
(IQT2590484) - Canada",-
10/30/2018,Helix BioPharma Corp. (TSX:HBP),TSX:HBP,Private Placement,Closed, 0.342 ,-,-,IQTR589614829,Health Care (Primary),Canada (Primary),"Helix BioPharma Corp., an immune-oncology company, focuses on the development of cancer drugs in Canada. It is developing L-DOS47 for the treatment of non-squamous small cell lung cancer; V-DOS47 that targets the vascular epithelial growth factor receptor 2; and chimeric antigen receptor T-cell (CAR-T) therapeutic for the treatment of hematological and solid tumors. Helix BioPharma Corp. has collaboration agreements with Moffitt Cancer Center to investigate the pharmacodynamics of L-DOS47 and determine the benefits of combining L-DOS47 with immune checkpoint inhibitors; and with ProMab Biotechnologies, Inc. to develop novel antibody and chimeric antigen receptor T-cell therapy for hematological malignancies, as well as a collaborative research agreement with Affilogic to assess proprietary anti-tumor targeting agents in combination with DOS47. The company is headquartered in Richmond Hill, Canada.","TSX:HBP
Company: Helix BioPharma Corp.
(IQT2618189) - Canada",-
10/24/2018,DIAGNOS Inc. (TSXV:ADK),TSXV:ADK,Private Placement,Closed, 0.5 ,-,-,IQTR588440009,Health Care (Primary),Canada (Primary),"DIAGNOS Inc. provides software-based interpretation services in Canada, the United States, Kenya, the United Arab Emirates, Saudi Arabia, Mexico, and internationally. It offers image analysis services through Computer Assisted Retinal Analysis, a software tool that assists health specialists in the detection of diabetic retinopathy. The company was founded in 1998 and is headquartered in Brossard, Canada.","TSXV:ADK
Company: DIAGNOS Inc.
(IQT2605851) - Canada",-
10/24/2018,Oncolytics Biotech Inc. (TSX:ONC),TSX:ONC,Public Offering,Announced, 39.12 ,-,-,IQTR588699155,Health Care (Primary),Canada (Primary),"Oncolytics Biotech Inc., a development stage biopharmaceutical company, focuses on the discovery and development of pharmaceutical products for the treatment of cancer. Its lead product is pelareorep, an immuno-oncology viral-agent for the treatment of solid tumors and hematological malignancies. The company has co-development agreement with Merck KGaA and Pfizer Inc. to co-develop pelareorep in combination with paclitaxel and avelumab, a human anti-PD-L1 antibody for the treatment of hormone-receptor positive, human epidermal growth factor 2-negative metastatic breast cancer. It has collaboration with PrECOG LLC. Oncolytics Biotech Inc. was founded in 1998 and is headquartered in Calgary, Canada.","TSX:ONC
Company: Oncolytics Biotech Inc.
(IQT2635856) - Canada",-
10/17/2018,IntelGenx Technologies Corp. (OTCPK:IGXT),OTCPK:IGXT,Public Offering,Closed, 15.73 ,-,-,IQTR587098689,Health Care (Primary),Canada (Primary),"IntelGenx Technologies Corp., a drug delivery company, focuses on the development of novel oral immediate-release and controlled-release products for the pharmaceutical market. It offers RIZAPORT, an oral thin film formulation of rizatriptan benzoate for the treatment of acute migraines. The company’s products under development comprise INT0001/2004, an anti-hypertension drug; INT0004/2006, an antidepressant; INT0007/2006 for the treatment of erectile dysfunction; INT0008/2008 for migraine; INT0010/2006 for the treatment of neuropathic pain and nausea in cancer patients; INT0027/2011 to treat opioid dependence; INT0036/2013 for schizophrenia; and INT0043/2015 to treat Alzheimer’s disease. It is also developing INT0037/2013, INT0039/2013, INT0040/2014, INT0045/2018, INT0046/2018. The company has co-development and commercialization agreements with RedHill Biopharma Ltd., Par Pharmaceutical Companies, Inc., and Endo Ventures Ltd.; licensing, development, and supply agreement with Tilray, Inc., Gensco Pharma, and Chemo Group; and development agreement with Cynapsus Therapeutics Inc. IntelGenx Technologies Corp. was founded in 2003 and is headquartered in Montreal, Canada.",-,"TSXV:IGX
Company: IntelGenx Technologies Corp.
(IQT59707332) - Canada"
10/16/2018,Sirona Biochem Corp. (TSXV:SBM),TSXV:SBM,Private Placement,Closed, 0.71 ,-,-,IQTR587132120,Health Care (Primary),Canada (Primary),"Sirona Biochem Corp. operates as a cosmetic ingredient and drug discovery company in Canada and France. The company develops programs in three areas, including diabetes, anti-inflammatories, and anti-infectives for therapeutics; anti-aging and depigmenting agents in cosmeceuticals; and biological ingredients, such as inducers and adjuvants for the biological development and preservation. It develops a sodium glucose co-transporter inhibitor for the treatment of diabetes, as well as cosmetic skin lightening agents and compounds. The company was formerly known as High Rider Capital Inc. and changed its name to Sirona Biochem Corp. in May 2009. Sirona Biochem Corp. was incorporated in 2006 and is headquartered in Vancouver, Canada.","TSXV:SBM
Company: Sirona Biochem Corp.
(IQT58893998) - Canada",-
10/16/2018,Lexaria Bioscience Corp. (OTCPK:LXRP),OTCPK:LXRP,Private Placement,Closed, 1.99 ,-,-,IQTR587659802,Health Care (Primary),Canada (Primary),"Lexaria Bioscience Corp. focuses on the development of its proprietary nutrient infusion technologies for the production of superfoods. It operates in two segments, Intellectual Property Licensing and Consumer Products. The company develops and licenses DehydraTECH, a patented lipid nutrient infusion technology that improves taste, rapidity, and delivery of bioactive compounds that include cannabinoids, vitamins, NSAIDs, nicotine, and other molecules. It is also involved in the development, production, and distribution of enhanced functional food and supplement products under the ViPova and Lexaria Energy brands. The company was formerly known as Lexaria Corp. and changed its name to Lexaria Bioscience Corp. in April 2016. Lexaria Bioscience Corp. was founded in 2004 and is based in Kelowna, Canada.",-,"CNSX:LXX
Company: Lexaria Bioscience Corp.
(IQT241590134) - Canada"
