Deal ID,Company Name,Deal Date,Deal Type,Deal Type 2,Deal Size,Post Valuation,Deal Synopsis,Deal Status,Financing Status,Business Status,Investors,Primary Industry Code,Verticals,Description,HQ Location,Company Website,PitchBook Link
108534-61T,Streamline Genomics,30-Apr-2018,Accelerator/Incubator,,,,"The company graduated from Founder Institute as part of the Montreal fall cohort on April 30, 2018.",Completed,Accelerator/Incubator Backed,Startup,Founder Institute(Adeo Ressi),Other Software,"Big Data, Life Sciences, Oncology, TMT","Developer of a genomics analysis platform to help clinicians and researchers use genomic sequencing. The company's platform handles terabytes of data during analysis
and help clinicians and researchers to benefit from genomic sequencing without the need for data analysis expertise, enabling clinicians to provide more effective cancer 
treatment as their tumor had been sequenced.","Montreal, Canada",www.streamlinegenomics.com,View company online
89467-48T,Adaptiiv,23-Apr-2018,Early Stage VC,,3.00,,"The company raised $3 million of venture funding from undisclosed investors on April 23, 2018.",Completed,Venture Capital-Backed,Generating Revenue,,Other Devices and Supplies,"3D Printing, HealthTech, Oncology, TMT","Developer of a medical 3D printing devices intended to improve treatment outcomes and patient experience. The company's offerings include software solutions that leverage advanced algorithms to enable the creation of customized 3D personal medical devices for the treatment of cancer, enabling healthcare providers to deliver personalized healthcare and precise treatments that save time and reduce their dependence on skilled staff.","Halifax, Canada",www.adaptiiv.com,View company online
106712-56T,MediSeen,18-Apr-2018,Seed Round,Seed Round,1.10,,"The company raised $1.1 million of seed funding led by Vitality Capital on April 18, 2018. Jay Rosenzweig, Ontario Centres of Excellence, Mo Lidsky, Kevin Empey, StartUp Health and Peter Ekstein also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,"Jay Rosenzweig(Jay Rosenzweig), Kevin Empey(Kevin Empey), Mo Lidsky(Mo Lidsky), Ontario Centres of Excellence, Peter Ekstein(Peter Ekstein), StartUp Health, Vitality Capital(Gershon Hurwen)",Other Healthcare Technology Systems,"Digital Health, HealthTech, Mobile, TMT","Developer of a home health care practice management platform. The company's app allows Physicians, Registered Massage Therapists, Nurses, Physiotherapists and other healthcare providers to come to clients' homes, enabling them to grow their house call practice.","Toronto, Canada",mediseen.ca,View company online
119645-47T,eNUVIO,16-Apr-2018,Early Stage VC,,,,"The company raised an undisclosed amount of venture funding from Front Row Ventures on April 16, 2018.",Completed,Venture Capital-Backed,Startup,Front Row Ventures(Therence Bois),Other Devices and Supplies,Life Sciences,"Developer of lab-on-a-chip technologies designed to facilitate and accelerate life science research. The company designs and produces new cutting-edge tools for the life science research, drug discovery, and safety assessment markets simplifying and automating cellular electrophysiology testing, enabling researchers to increase experimental data output, reduce waste and minimize the requirement for technical expertise and lengthy training processes.","Montreal, Canada",www.enuvio.com,View company online
105098-05T,IdeaCuria,15-Apr-2018,Accelerator/Incubator,,,,"The company joined JLABS on April 15, 2018.",Completed,Accelerator/Incubator Backed,Generating Revenue,JLABS,Diagnostic Equipment,"Internet of Things, TMT","Developer of an IoT smart sensor technology designed to continuously detect contaminants. The company's technology is a low cost screening at-home health and medical diagnostic tool with beneficial applications such as in-home water quality monitoring, food and beverage monitoring, medication and nutrient monitoring, enabling consumers to receive a technology that detects contaminants such as lead, E. Coli and other coliforms, minerals, organics, and in-organics every time a tap is turned on as well as sends instantaneous easy to read reports.","Richmond Hill, Canada",www.ideacuria.com,View company online
108533-35T,Streamline Genomics,13-Apr-2018,Accelerator/Incubator,,0.09,0.26,"The company joined Techstars as part of the New York City Accelerator on April 13, 2018 and received CAD 120,000 in funding. As the part of transaction, CAD 100,000 was received in the form of convertible debt.",Completed,Accelerator/Incubator Backed,Startup,Techstars,Other Software,"Big Data, Life Sciences, Oncology, TMT","Developer of a genomics analysis platform to help clinicians and researchers use genomic sequencing. The company's platform handles terabytes of data during analysis
and help clinicians and researchers to benefit from genomic sequencing without the need for data analysis expertise, enabling clinicians to provide more effective cancer 
treatment as their tumor had been sequenced.","Montreal, Canada",www.streamlinegenomics.com,View company online
123481-00T,Starling Minds,11-Apr-2018,Early Stage VC,,,,"The company raised an undisclosed amount of venture funding from Discovery Parks on April 11, 2018.",Completed,Venture Capital-Backed,Generating Revenue,Discovery Parks(Jason Robertson),Other Healthcare Technology Systems,,"Developer of mental health platform designed for organizations to support mental well-being in the workplace. The company's digital platform provides the knowledge, tools and techniques to support, empathize with and rehabilitate workers who are coping with stress, anxiety and depression, providing businesses with responsive support, periodic reports, and a customized success plan to facilitate a healthier, happier workplace.","Vancouver, Canada",www.starlingminds.com,View company online
110876-86T,zpharm,11-Apr-2018,Accelerator/Incubator,,,,"The company joined Emergence Incubator on April 11, 2018.",Completed,Accelerator/Incubator Backed,Generating Revenue,Emergence Incubator,Pharmaceuticals,"E-Commerce, TMT","Developer of natural health products created to facilitate nicotine addiction treatment. The company's product facilitates smoking cessation which is more effective than nicotine replacement therapy and costs less than many traditional smoking cessation products, enabling users to reduce nicotine cravings from smoking.","Waterloo, Canada",www.zpharm.ca,View company online
94582-99T,Comfable,07-Apr-2018,Product Crowdfunding,,0.04,,"The company raised CAD 47,640 of product crowdfunding via Kickstarter on April 7, 2018.",Completed,Corporation,Generating Revenue,,Electronics (B2C),"TMT, Wearables & Quantified Self",Provider of technology services intended to address public health concerns integrating various hardware and software. The company's technology services offers wearable products for protection from sun rays and a simulation software for analyzing urban climate.,"Toronto, Canada",www.comfable.com,View company online
124495-66T,Cura Therapeutics,05-Apr-2018,Accelerator/Incubator,,,,"The company joined McGill Dobson Centre for Entrepreneurship on April 5, 2018.",Completed,Accelerator/Incubator Backed,Startup,McGill Dobson Centre for Entrepreneurship,Biotechnology,"Life Sciences, Oncology","Operator of a cancer therapeutics company intended to develop innovative immunotherapies to cure a wide range of cancers, specifically solid malignancies. The company's technologies harness cytokines and immune receptors to create multi-functional proteins with potent anti-cancer properties, which further produce a chimeric protein that simultaneously combines a lymphocyte-stimulatory function of cytokines while blocking the suppressive effects of tumor-derived factors, enabling medical researchers to detect and prevent Treg accumulation in tumor sites, thereby finding a way out for treating malignancy painlessly and quickly.","Montreal, Canada",www.curatherapeutics.com,View company online
105465-79T,Penta Medical,03-Apr-2018,Accelerator/Incubator,,0.27,,"The company joined ideaBOOST as part of the Cohort 7 on April 3, 2018 and received an estimated CAD 35,000 in funding.",Completed,Accelerator/Incubator Backed,Startup,ideaBOOST,Therapeutic Devices,"Digital Health, Mobile, TMT","Developer of medical fabrics designed to accelerate faster recovery of bone, muscle and soft tissue injuries. The company's fabric is an infrared wearable fiber that improves moisture permeability using infrared light to increase blood circulation, enabling athletes to reduce inflammation and alleviate musculoskeletal related pain.","Kitchener, Canada",www.pentavo.com,View company online
